,Left,Right,Center
2775,http://www.salon.com/2017/05/09/sally-yates-speaks-and-the-strange-tale-of-michael-flynn-begins-to-unwind-a-little/,http://www1.cbn.com/cbnnews/politics/2017/may/yates-ldquo-flynn-was-compromised-with-respect-to-the-russians-rdquo,http://www.npr.org/sections/thetwo-way/2017/05/08/527406535/watch-live-sally-yates-testifies-before-senate-on-russia-trump
2776,https://www.theatlantic.com/politics/archive/2017/05/how-obamacare-repeal-could-run-aground-in-the-senate/525534/,http://www.foxnews.com/politics/2017/05/05/ahca-republican-health-care-bill-headed-for-overhaul-in-senate.html,http://thehill.com/homenews/senate/332025-senate-gop-vows-big-changes-for-obamacare-bill
2777,"https://www.washingtonpost.com/world/national-security/comey-misstated-key-clinton-email-evidence-at-hearing-say-people-close-to-investigation/2017/05/09/074c1c7e-34bd-11e7-b373-418f6849a004_story.html?hpid=hp_rhp-banner-high_comey-1030a-duplicate%3Ahomepage/story&utm_term=.1cbdeacc2153
http://www.cnn.com/2017/05/09/politics/james-comey-fbi-trump-white-out/index.html",http://www.foxnews.com/politics/2017/05/09/trump-fires-fbi-director-comey.html,
2778,"http://www.huffingtonpost.com/2012/08/21/todd-akin-decision_n_1819079.html?utm_hp_ref=politics
http://www.cnn.com/2012/08/21/politics/akin-controversy/index.html",http://townhall.com/tipsheet/guybenson/2012/08/21/new_akin_ad_look_im_really_really_sorry,
2779,"http://www.politico.com/story/2017/05/10/james-comey-wanted-more-resources-russia-investigation-238216
https://www.washingtonpost.com/politics/after-comeys-ouster-democrats-press-for-independent-probe-of-russias-meddling-in-election/2017/05/10/88c45624-3529-11e7-b373-418f6849a004_story.html?utm_term=.8d7d2e286e5b",http://www.breitbart.com/big-government/2017/05/11/report-comey-requested-more-resources-for-russia-investigation-days-before-firing/,
2780,"http://www.cnn.com/2017/05/14/asia/north-korea-missile-test-russia-japan/
https://www.nytimes.com/2017/05/13/world/asia/north-korea-missile-test-kim-jong-un-moon-jae-in.html",http://www.foxnews.com/politics/2017/05/14/white-house-north-korea-has-been-flagrant-menace-for-far-too-long.html,
2781,"http://www.huffingtonpost.com/entry/thousands-across-the-us-march-for-science-in-defiance-of-trump_us_58fb5a62e4b018a9ce5bb1e2?section=us_politics
http://www.cnn.com/2017/04/22/health/global-march-for-science/index.html",http://www.washingtontimes.com/news/2017/apr/22/march-political-science-earth-day-rally-doubles-la/,
2782,https://www.washingtonpost.com/politics/trumps-own-words-add-fuel-to-questions-about-the-legality-of-firing-comey/2017/05/12/ccb4367e-3731-11e7-b412-62beef8121f7_story.html?hpid=hp_hp-top-table-main_obstruct-705pm%3Ahomepage/story&utm_term=.e64a783d8896,http://www.nationalreview.com/article/447608/james-comey-fbi-director-donald-trump-loyalty,http://thehill.com/policy/national-security/333217-trumps-war-with-comey-intensifies
2783,"https://www.theguardian.com/us-news/2017/may/12/jeff-sessions-prison-sentences-obama-criminal-justice
http://www.politico.com/story/2017/05/12/mandatory-minimum-drug-sentences-jeff-sessions-238295",https://townhall.com/tipsheet/leahbarkoukis/2017/05/12/sessions-memo-n2325943,
2784,https://www.washingtonpost.com/politics/after-comeys-ouster-democrats-press-for-independent-probe-of-russias-meddling-in-election/2017/05/10/88c45624-3529-11e7-b373-418f6849a004_story.html?hpid=hp_rhp-top-table-main_comeyhill-630a%3Ahomepage/story&utm_term=.617fa7cc4f06,http://dailycaller.com/2017/05/09/schumer-calls-comey-firing-big-mistake-wants-special-prosecutor/,https://www.wsj.com/articles/comey-dismissal-upends-probes-of-trump-campaign-ties-to-russia-1494376842
2785,"https://www.washingtonpost.com/news/post-politics/wp/2017/05/12/trump-suggests-there-may-be-tapes-of-his-private-conversations-with-former-fbi-director/?hpid=hp_rhp-top-table-main_trumpcomey-940a%3Ahomepage/story&utm_term=.14d87922e9f8
http://www.cnn.com/2017/05/12/politics/donald-trump-james-comey-threat/index.html",http://dailycaller.com/2017/05/12/trump-implies-there-is-a-recording-of-his-conversations-with-former-fbi-director-james-comey/,
2786,"https://www.bloomberg.com/politics/articles/2017-05-15/trump-aides-race-to-contain-fallout-from-report-on-disclosure
https://www.washingtonpost.com/world/national-security/trump-revealed-highly-classified-information-to-russian-foreign-minister-and-ambassador/2017/05/15/530c172a-3960-11e7-9e48-c4f199710b69_story.html?hpid=hp_rhp-banner-main_trumpintel-0504pm%3Ahomepage/story&utm_term=.753fd20c76ce",http://www.breitbart.com/big-government/2017/05/15/deep-state-leaks-highly-classified-info-to-washington-post-to-smear-president-trump/,
2787,"https://www.vox.com/policy-and-politics/2017/5/17/15656102/special-counsel-investigating-trump-robert-mueller
http://www.cnn.com/2017/05/17/politics/special-counsel-robert-mueller/index.html?sr=fbcnni051717special-counsel-robert-mueller1014PMStoryLink&linkId=37706337",http://dailycaller.com/2017/05/17/breaking-former-fbi-director-appointed-special-counsel-to-oversee-trump-russia-investigation/,
2788,"http://www.politico.com/story/2017/05/19/trump-foreign-trip-what-to-watch-238578
http://www.huffingtonpost.com/entry/trump-embarks-trip-middle-east-europe_us_591ee421e4b094cdba535392?f79=&ncid=inblnkushpmg00000009",http://www.foxnews.com/politics/2017/05/17/trumps-first-foreign-trip-scheduled-stops-in-saudi-arabia-israel-and-beyond.html,
2789,"https://www.usatoday.com/story/news/2017/05/18/roger-ailes-former-fox-news-chairman-dead-77/101823530/
http://www.huffingtonpost.com/entry/roger-ailes-dead_us_591d951de4b03b485caf0c96?sma=&ncid=inblnkushpmg00000009",http://www.foxnews.com/us/2017/05/18/roger-ailes-former-president-fox-news-dead-at-77.html,
2790,https://www.theatlantic.com/politics/archive/2017/05/trump-comey-memo/526938/,http://www.foxnews.com/politics/2017/05/16/white-house-disputes-explosive-report-that-trump-asked-comey-to-end-flynn-probe.html,https://www.wsj.com/articles/trump-asked-comey-to-drop-flynn-investigation-according-to-memo-written-by-former-fbi-director-1494974774
2791,"https://www.nytimes.com/2017/05/22/world/middleeast/trump-israel-visit.html?hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=a-lede-package-region&region=top-news&WT.nav=top-news&_r=0
http://www.cnn.com/2017/05/22/politics/trump-israel-what-to-watch/index.html",http://www.foxnews.com/politics/2017/05/22/trump-tells-israelis-arab-neighbors-in-common-cause-with-against-iran.html,
2792,"http://www.dailykos.com/stories/2017/5/25/1665905/-British-intelligence-shuts-out-US-after-information-leaks-on-Manchester-attack
http://www.cnn.com/2017/05/25/europe/manchester-terror-attack-uk/index.html",http://www.foxnews.com/world/2017/05/25/manchester-bombing-theresa-may-to-confront-trump-on-investigation-leaks.html,
2793,"https://www.vox.com/world/2017/5/19/15654560/trump-foreign-trip-middle-east-europe-islam
http://www.cnn.com/2017/05/20/politics/donald-trump-muslim-speech/",http://www.breitbart.com/national-security/2017/05/18/donald-trump-deliver-address-islam-muslim-leaders-saudi-arabia/,
2794,"http://www.cnn.com/2017/05/21/politics/trump-muslim-speech-saudi-arabia/index.html
https://www.nytimes.com/2017/05/21/world/middleeast/trump-saudi-arabia-islam-speech.html",http://www.foxnews.com/politics/2017/05/21/trump-to-call-for-stamping-out-extremism-in-speech-to-muslim-leaders.html,
2795,https://www.washingtonpost.com/world/lone-attacker-detonated-device-at-manchester-concert-killing-22-including-children/2017/05/23/027d414c-3f57-11e7-b29f-f40ffced2ddb_story.html?utm_term=.c610798a5d39,http://www.foxnews.com/world/2017/05/23/isis-claims-responsibility-for-ariana-grande-concert-attack-in-manchester.html,http://www.bbc.com/news/uk-england-manchester-40010124
2796,https://www.theguardian.com/technology/2017/may/14/cyber-attacks-highlight-growing-vulnerability-of-us-all,http://www.foxnews.com/tech/2017/05/15/more-victims-expected-in-unprecedented-cyberattack-as-users-log-on-monday.html,http://www.bbc.com/news/technology-39920141
2797,http://www.salon.com/2017/05/25/how-trumps-budget-would-gut-the-economy-massive-cuts-to-medicaid-and-food-stamps-will-have-devastating-ripple-effects/,http://insider.foxnews.com/2017/05/25/demagoguery-highest-level-mick-mulvaney-budget-director-dem-criticism-budget,http://lifehacker.com/what-the-federal-budget-does-with-your-money-1795513775
2798,"http://www.cnn.com/2017/05/24/politics/trump-pope-francis-vatican-city/index.html
http://www.huffingtonpost.com/entry/trump-pope-francis-meeting_us_59253604e4b0ec129d308ccd?wpu=&ncid=inblnkushpmg00000009",http://www1.cbn.com/cbnnews/2017/trump-world-religion-tour,
2799,http://www.huffingtonpost.com/entry/journalists-asking-questions-trump_us_592638a0e4b061d8f81f1dc5?section=us_politics,http://www.washingtontimes.com/news/2017/may/25/greg-gianforte-montana-goper-gives-new-meaning-los/,http://thehill.com/homenews/campaign/335072-montana-house-candidate-charged-with-assault
2800,"http://www.politico.com/magazine/story/2017/05/25/jared-kushner-russia-fbi-donald-trump-215191
https://www.washingtonpost.com/video/politics/untangling-the-web-of-jared-kushner/2017/05/26/57227636-4240-11e7-b29f-f40ffced2ddb_video.html",http://www.foxnews.com/politics/2017/05/26/jared-kushner-trump-son-in-laws-link-to-russia-investigation-and-white-house-influence.html,
2801,http://www.huffingtonpost.com/2012/08/22/obama-mitt-romney-poll_n_1821088.html,http://townhall.com/tipsheet/guybenson/2012/08/22/polls_romney_surges_in_florida_in_nevada_virtually_tied_nationally,http://www.npr.org/blogs/thetwo-way/2012/08/22/159728051/romneys-pick-of-ryan-hasnt-changed-race-polls-signal
2802,"https://www.vox.com/2017/5/26/15695972/montana-results-democrats-overperform
http://www.cnn.com/2017/05/26/politics/gianforte-montana-win-meaning/index.html",http://www.washingtontimes.com/news/2017/may/25/greg-gianforte-beats-rob-quist-montana-special-ele/,
2803,"https://www.nytimes.com/2017/05/27/world/europe/trump-paris-climate-accords-g7.html
http://www.politico.com/story/2017/05/27/trump-paris-climate-deal-238883",http://www.washingtontimes.com/news/2017/may/26/trump-not-swayed-g7-leaders-paris-climate-deal/,
2804,,,
2805,"https://www.theguardian.com/commentisfree/2017/may/29/jared-kushner-charmed-life-screeching-halt#img-1
http://www.politico.com/story/2017/05/28/trump-kushner-kelly-mcmaster-russia-238900",http://www.newsmax.com/Newsfront/Jared-Kushner-President-Donald-Trump-Russia-probe/2017/05/29/id/792882/,
2806,http://www.cbsnews.com/news/memorial-day-losing-its-meaning-vets-groups-and-families-lament/,https://thefederalist.com/2017/05/29/origins-memorial-day-can-teach-americans-getting-along/,http://www.npr.org/2017/05/28/530504781/words-youll-hear-memorial-day-dos-and-donts
2807,"http://www.cbsnews.com/news/hillary-clinton-takes-responsibility-for-loss-but-says-others-contributed/
http://www.cnn.com/2017/06/01/politics/hillary-clinton-2016/index.html",http://dailycaller.com/2017/05/31/here-are-the-18-things-hillary-blames-for-her-election-defeat/,
2808,https://www.vox.com/world/2017/6/1/15719968/trump-paris-climate-agreement-world,"http://www.washingtontimes.com/news/2017/may/31/donald-trump-exit-paris-climate-accord/
http://www.foxnews.com/opinion/2017/06/01/trumps-paris-agreement-withdrawal-is-wrong-move.html",
2809,"https://www.nytimes.com/2017/06/07/us/politics/christopher-wray-fbi-director.html?hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news
http://www.politico.com/story/2017/06/07/trump-fbi-director-nominee-christopher-wray-239238",http://www.breitbart.com/big-government/2017/06/07/donald-trump-nominates-christopher-wray-lead-fbi/,
2810,"http://www.cnn.com/2017/06/01/politics/trump-travel-ban-supreme-court/?iid=ob_homepage_deskrecommended_pool
https://www.nytimes.com/2017/06/02/us/politics/travel-ban-supreme-court-trump.html?ref=politics",http://www.foxnews.com/politics/2017/06/02/pence-confident-supreme-court-will-uphold-trumps-travel-ban.html,
2811,"http://www.politico.com/story/2017/05/28/trump-fake-news-media-238894
https://www.nytimes.com/2017/05/28/us/politics/trump-returns-to-us-and-to-berating-newsmedia-on-twitter.html?=&hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news",http://www.newsmax.com/Newsfront/trump-twitter-leaks-fake-news/2017/05/28/id/792789/,
2812,https://www.nytimes.com/2017/06/02/us/politics/trump-comey-russia.html?ref=politics,http://www.foxnews.com/politics/2017/06/02/spicer-doesnt-rule-out-wh-trying-to-block-comey-from-testifying.html,http://thehill.com/homenews/administration/336142-white-house-weighs-blocking-comeys-testimony
2813,https://www.vox.com/world/2017/6/4/15736480/london-bridge-borough-market-trump-may,https://townhall.com/tipsheet/jennifervanlaar/2017/06/04/theresa-may-on-defeating-terrorism-yes-that-means-taking-military-action-n2336121,http://www.bbc.com/news/uk-40146916
2814,"https://www.usatoday.com/story/news/politics/2017/06/05/donald-trump-james-comey-executive-privilege/102521206/
https://www.washingtonpost.com/news/post-politics/wp/2017/06/05/white-house-trump-will-not-try-to-stop-james-comey-testimony-by-asserting-executive-privilege/?utm_term=.13e1f3145f24",http://www.washingtontimes.com/news/2017/jun/5/donald-trump-will-let-james-comey-testify/,
2815,https://www.vox.com/identities/2017/5/30/15714642/seventh-circuit-transgender-school-bathroom-ash-whitaker,http://www.breitbart.com/big-government/2017/05/30/transgender-girl-wins-kenosha-court-case/,http://thehill.com/regulation/court-battles/335675-appeals-court-sides-with-transgender-student-in-bathroom-fight
2816,"https://www.nytimes.com/2017/06/05/us/politics/reality-winner-contractor-leaking-russia-nsa.html?hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news&_r=0
https://www.usatoday.com/story/news/2017/06/06/accused-nsa-leaker-reality-leigh-winner-left-easily-followed-trail-fbi-says/102542686/",http://dailycaller.com/2017/06/05/nsa-leaker-is-a-bernie-supporter-who-resists-trump/,
2817,http://www.latimes.com/business/hiltzik/la-fi-hiltzik-intercept-leak-20170606-story.html,http://dailycaller.com/2017/06/05/nsa-leaks-contradict-what-obama-promised-the-public-about-russias-election-meddling/,http://www.npr.org/2017/06/06/531764199/5-unanswered-questions-raised-by-the-leaked-nsa-hacking-report
2818,,,
2819,http://www.huffingtonpost.com/entry/donald-trump-communications-mike-dubke-resigns_us_592d5401e4b0df57cbfd3947?7mc=&ncid=inblnkushpmg00000009,http://www.breitbart.com/big-government/2017/05/30/mike-dubke-resigns-as-white-house-communications-director/,https://www.wsj.com/articles/mike-dubke-has-resigned-as-president-trumps-communications-director-white-house-official-1496144300
2820,https://www.nytimes.com/2017/06/09/us/politics/trump-comey.html?ref=politics,https://townhall.com/tipsheet/katiepavlich/2017/06/09/trump-im-happy-to-talk-with-special-counsel-about-russia-n2339021,https://www.wsj.com/articles/trump-says-comey-testimony-a-total-and-complete-vindication-of-him-1497010710
2821,"http://www.cnn.com/2017/05/30/politics/pentagon-missile-test-north-korea-iran/index.html
http://abcnews.go.com/US/pentagon-conduct-intercontinental-ballistic-missile-intercept-test-heels/story?id=47724129",http://www.foxnews.com/us/2017/05/30/us-conducts-successful-missile-intercept-test-pentagon-says.html,
2822,"http://www.huffingtonpost.com/entry/donald-trump-travel-ban-lawsuit_us_5935413ce4b075bff0f4ef18?ncid=inblnkushpmg00000009
http://www.cnn.com/2017/06/05/politics/trump-travel-ban-courts/index.html",http://www.foxnews.com/politics/2017/06/05/trump-rips-doj-for-watered-down-travel-ban-seeks-swift-court-hearing.html,
2823,https://www.vox.com/2017/6/8/15761756/comey-testimony-senate-hearing-trump,http://www1.cbn.com/cbnnews/2017/june/comeys-a-leaker-fallout-continues-over-fired-fbi-directors-bombshell-testimony,http://www.csmonitor.com/Daily/2017/20170608#1046820
2824,https://www.washingtonpost.com/world/national-security/james-b-comey-lays-out-the-case-that-president-trump-obstructed-justice/2017/06/08/e7f49a42-4c4d-11e7-bc1b-fddbd8359dee_story.html?utm_term=.b0defd884f38,http://dailycaller.com/2017/06/08/comey-no-trump-didnt-ask-me-to-stop-investigation/,http://thehill.com/policy/national-security/336918-comey-accuses-trump-administration-of-lies
2825,https://www.nytimes.com/2017/06/08/us/politics/james-comey-testimony-hearing.html?_r=0,http://dailycaller.com/2017/06/07/questions-for-comey-what-senators-will-likely-ask-former-fbi-chief/,http://thehill.com/policy/national-security/336832-49-questions-for-james-comey
2826,"https://www.theguardian.com/environment/2017/may/31/donald-trump-withdraw-paris-climate-change-agreement
http://www.politico.com/story/2017/05/31/trump-paris-climate-change-agreement-238974",http://www.washingtontimes.com/news/2017/may/31/donald-trump-exit-paris-climate-accord/,
2827,https://www.washingtonpost.com/news/worldviews/wp/2017/06/10/theresa-may-could-be-toppled-by-her-own-party-she-would-not-be-the-first-conservative-leader-to-meet-this-fate/?utm_term=.d2d976ae517d,http://www.foxnews.com/opinion/2017/06/09/uk-election-theresa-mays-massive-gamble-and-its-stunning-result-must-not-derail-brexit.html,http://www.bbc.com/news/election-2017-40237819
2828,"http://www.politico.com/story/2017/06/09/trump-comey-239344
https://www.vox.com/policy-and-politics/2017/6/9/15764954/comey-testimony-donald-trump-fbi-executive-privilege",http://insider.foxnews.com/2017/06/09/judge-jeanine-pirro-james-comey-leaks-predator-who-sought-revenge,
2829,http://www.cbsnews.com/news/attorney-general-jeff-sessions-testify-senate-intelligence-committee/,http://www.washingtontimes.com/news/2017/jun/11/jeff-sessions-attorney-general-seeks-to-testify-be/,https://www.wsj.com/articles/jeff-sessions-testimony-to-keep-russia-in-focus-1497224089
2830,"https://www.usatoday.com/story/news/politics/2017/06/07/james-comey-testimony-trump-pressed-me-shut-down-michael-flynn-investigation/102593578/
https://www.nytimes.com/2017/06/07/us/politics/james-comey-statement-testimony.html",http://www.washingtonexaminer.com/according-to-james-comeys-testimony-trump-did-not-explicitly-request-mike-flynn-investigation-be-dropped/article/2625255,
2831,https://www.vox.com/2017/6/12/15783448/trump-muslim-ban-ninth-circuit,http://dailycaller.com/2017/06/12/9th-circuit-upholds-injunction-on-trumps-second-travel-ban/,http://thehill.com/homenews/administration/337434-appeals-court-refuses-to-reinstate-trump-travel-ban
2832,"http://www.cnn.com/2017/06/13/politics/sessions-what-to-watch/index.html
https://www.nytimes.com/2017/06/13/us/politics/jeff-sessions-testimony.html?hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news&_r=0",http://www.foxnews.com/politics/2017/06/13/sessions-to-face-tough-questions-at-public-senate-hearing-in-next-round-russia-probe.html,
2833,"https://www.nytimes.com/2017/06/13/us/politics/jeff-sessions-testimony.html?hp=&action=click&pgtype=Homepage&clickSource=story-heading&module=a-lede-package-region&region=top-news&WT.nav=top-news&_r=0
http://www.politico.com/story/2017/06/13/sessions-calls-suggestion-he-colluded-with-russia-a-detestable-lie-239507",https://townhall.com/tipsheet/cortneyobrien/2017/06/13/sessions-hearing-n2340612,
2834,"https://www.theguardian.com/commentisfree/2017/jun/14/jeff-sessions-normal-rules-amnesiac-senate-intelligence-committee
http://www.politico.com/story/2017/06/13/sessions-senate-testimony-russia-trump-239524",http://www.washingtonexaminer.com/jeff-sessions-crushed-his-senate-hearing-on-trump-and-the-russia-investigation/article/2625879,
2835,"https://www.vox.com/2017/6/14/15804570/right-wing-media-scalise-shooting-blame-democrats
http://www.cnn.com/2017/06/14/opinions/calm-the-rhetoric-heye/index.html",https://spectator.org/resist-they-said-and-so-resist-he-did/,
2836,"http://www.cnn.com/2017/06/14/politics/alexandria-virginia-shooting/index.html
https://www.washingtonpost.com/local/public-safety/multiple-people-injured-after-shooting-in-alexandria/2017/06/14/0289c768-50f6-11e7-be25-3a519335381c_story.html?utm_term=.8964672b7d42",http://www1.cbn.com/cbnnews/2017/june/congressman-scalise-others-shot-early-this-morning,
2837,"https://www.vox.com/2017/6/14/15804854/trump-under-investigation-russia
http://www.cnn.com/2017/06/15/politics/trump-obstruction/index.html",http://www.foxnews.com/politics/2017/06/15/trump-rips-witch-hunt-in-response-to-reports-obstruction-probe.html,
2838,"http://www.cnn.com/2017/06/17/us/missing-sailors-found/index.html
https://www.nytimes.com/2017/06/18/world/asia/navy-uss-fitzgerald-japan.html",http://www.foxnews.com/world/2017/06/18/us-navy-calls-off-search-for-7-missing-sailors-several-bodies-found-inside-destroyer.html,
2839,"https://www.usatoday.com/story/news/politics/2017/06/16/donald-trump-cuba-miami/102917748/
http://www.huffingtonpost.com/entry/donald-trump-cuba-travel-trade-obama_us_59431899e4b06bb7d27218c4",https://townhall.com/tipsheet/cortneyobrien/2017/06/16/trump-lists-his-demands-for-the-castro-regime-n2342317,
2840,http://time.com/4820708/donald-trump-russia-investigation-hillary-clinton-obstruction/,http://www.washingtonexaminer.com/trump-why-arent-hillary-clintons-family-democrats-investigated-for-russian-ties/article/2626131,http://www.businessinsider.com/trump-clinton-russia-special-counsel-obstruction-2017-6
2841,"http://www.slate.com/blogs/the_slatest/2017/06/16/philando_castile_s_killer_acquitted_despite_forensics_that_contradicted.html
https://www.usatoday.com/story/news/nation/2017/06/16/philando-castiles-mother-reacts-not-guilty-verdict/102936184/",http://www.foxnews.com/us/2017/06/16/philando-castile-shooting-officer-yanez-acquitted-manslaughter.html,
2842,"https://www.dailykos.com/stories/2017/6/20/1673354/-Spicer-fades-into-the-background-as-Steve-Bannon-delivers-the-perfect-parting-gift
http://www.cnn.com/2017/06/19/politics/sean-spicer-may-be-leaving-the-white-house-podium/index.html",http://www.foxnews.com/politics/2017/06/19/spicer-taking-on-new-white-house-role.html,
2843,https://www.vox.com/2017/6/20/15839452/georgia-special-election-results-ossoff-handel,http://www1.cbn.com/cbnnews/politics/2017/june/gop-wins-georgia-seat-more-proof-the-anti-trump-message-is-a-losing-one,http://thehill.com/homenews/campaign/338730-the-memo-five-takeaways-from-georgias-special-election
2844,"https://www.dailykos.com/stories/2017/6/22/1674091/-Senate-Republicans-set-to-reveal-Trumpcare-Tax-cuts-for-the-rich-Medicaid-destroyed
http://www.politico.com/story/2017/06/22/senate-obamacare-repeal-republicans-secrets-239837",http://www1.cbn.com/cbnnews/politics/2017/june/senate-gop-unveils-health-care-overhaul-as-obamacare-collapses,
2845,http://abcnews.go.com/Politics/republican-senators-ready-vote-health-care-bill/story?id=48205351,http://www1.cbn.com/cbnnews/politics/2017/june/senate-gop-unveils-health-care-overhaul-as-obamacare-collapses,http://www.npr.org/2017/06/22/533976146/senate-health-care-bill-could-be-in-jeopardy-as-conservatives-announce-oppositio
2846,"http://politics.blog.ajc.com/2017/06/20/live-updates-all-eyes-on-georgias-6th-district-special-election/
http://www.cnn.com/2017/06/20/politics/georgia-special-election-updates/index.html",http://www.washingtontimes.com/news/2017/jun/20/karen-handel-defeats-jon-ossoff-georgia-race/,
2847,http://www.huffingtonpost.com/entry/senate-gop-health-care-bill-has-a-fatal-flaw_us_594c29a3e4b02734df29477a,https://townhall.com/tipsheet/guybenson/2017/06/23/conservative-healthcare-wonk-avid-roy-actually-the-senate-bill-is-awesome-n2345326,https://www.wsj.com/articles/senate-gop-health-bill-would-end-aca-penalties-cuts-taxes-on-high-incomes-1498143743
2848,https://www.nytimes.com/2017/06/19/world/europe/uk-van-attack-london-mosque.html,http://www.foxnews.com/world/2017/06/19/london-crash-van-slams-into-crowd-leaving-mosque-one-arrested.html,http://www.bbc.com/news/uk-40332616
2849,http://www.nytimes.com/2012/08/22/us/politics/ignoring-calls-to-quit-akin-appeals-to-voters-in-ad.html?_r=1&ref=politics,http://www.foxnews.com/politics/2012/08/21/rep-akin-stays-in-race-as-deadline-passes-resists-wall-gop-pressure/,http://www.npr.org/blogs/thetwo-way/2012/08/21/159501649/as-deadline-to-drop-out-nears-rep-akins-best-defender-is-his-opponent
2850,"http://www.cnn.com/2017/06/19/middleeast/syrian-warplane-shot-down-russia-condemns/index.html
https://www.theguardian.com/world/2017/jun/19/russia-target-us-led-coalition-warplanes-over-syria",http://www.breitbart.com/jerusalem/2017/06/19/moscow-stands-syria-says-u-s-downing-warplane-act-aggression/,
2851,"https://www.vox.com/2017/6/26/15876754/cbo-senate-health-bill-tax-cuts
http://www.cnn.com/2017/06/26/politics/senate-health-care-bill-in-jeopardy-after-devastating-cbo-report/index.html",https://reason.com/blog/2017/06/26/cbo-senate-health-care-obamacare,
2852,https://www.vox.com/conversations/2017/6/21/15811036/health-care-donald-trump-mitch-mcconnell-philip-klein,http://www.foxnews.com/politics/2017/06/21/anthem-pulls-out-obamacare-exchanges-in-midwest-fueling-gop-repeal-push.html,https://www.reuters.com/article/us-usa-healthcare-idUSKBN19B2OP
2853,"https://www.usatoday.com/story/news/politics/onpolitics/2017/06/22/trump-nancy-pelosi-i-certainly-hope-democrats-dont-force-her-out/419274001/
https://www.washingtonpost.com/news/powerpost/wp/2017/06/22/im-worth-the-trouble-quite-frankly-a-defiant-nancy-pelosi-dismisses-her-critics/?utm_term=.0b29ceaa1d7a",http://www.foxnews.com/politics/2017/06/22/pelosis-party-begins-to-turn-on-her-after-defeats-stagnation.html,
2854,"https://www.washingtonpost.com/opinions/the-terrifying-and-terrible-prospect-of-justice-kennedy-retiring/2017/06/23/bc73ff9a-5830-11e7-a204-ad706461fa4f_story.html?utm_term=.d7d463da050d
http://www.cnn.com/2017/06/24/politics/anthony-kennedy-retirement-rumors/index.html",http://www.foxnews.com/politics/2017/06/24/supreme-court-will-justice-kennedy-retire-this-month.html,
2855,"https://www.nytimes.com/2017/06/26/us/politics/supreme-court-guns-public-california.html
https://www.bloomberg.com/news/articles/2017-06-26/u-s-supreme-court-rejects-appeal-seeking-gun-carrying-rights",http://www.foxnews.com/politics/2017/06/26/supreme-court-rejects-gun-rights-appeal.html,
2856,"http://www.salon.com/2017/06/28/why-is-the-gop-so-terrible-at-health-care-so-many-reasons-but-largely-because-they-dont-understand-political-reality/
http://theweek.com/articles/708643/why-republicans-healthcare-debacle-haunt-years",http://www.nationalreview.com/article/449019/senate-health-care-bill-does-not-repeal-obamacare,
2857,http://www.latimes.com/politics/la-pol-updates-everything-president-trump-again-faults-obama-for-russia-s-1498265914-htmlstory.html,http://www.foxnews.com/politics/2017/06/22/trump-disputes-russian-interference-in-2016-election.html,http://thehill.com/homenews/administration/339294-former-obama-intelligence-official-russian-hack-the-political
2858,"http://www.cnn.com/2017/06/27/politics/senate-healthcare-mcconnell-delay/index.html
https://www.washingtonpost.com/powerpost/senate-republicans-scramble-to-keep-alive-plans-to-overhaul-obamacare/2017/06/27/c8ea4c02-5b37-11e7-9fc6-c7ef4bc58d13_story.html?hpid=hp_rhp-top-table-main_healthcare-905a%3Ahomepage/story&utm_term=.c2865104c9df",http://www.foxnews.com/politics/2017/06/27/mcconnell-delays-vote-on-senates-obamacare-overhaul-bill.html,
2859,https://www.vox.com/2017/6/27/15882094/sarah-huckabee-sanders-brian-karem-press-briefing,http://www.breitbart.com/big-government/2017/06/27/soft-core-fake-news-playboy-mag-rushes-to-cnns-defense-tn-white-house-briefing/,http://thehill.com/blogs/blog-briefing-room/news-other-administration/339708-reporter-accuses-white-house-of-inflaming
2860,"https://www.nytimes.com/2017/06/30/us/pentagon-delays-transgender-recruits.html?rref=collection/sectioncollection/politics
https://www.usatoday.com/story/news/politics/2017/07/01/pentagon-delays-acceptance-transgender-recruits-and-officers/445127001/",http://www.breitbart.com/big-government/2017/06/30/transgender-military-voters-support-delaying-recruitment/,
2861,"https://www.usatoday.com/story/news/politics/onpolitics/2017/06/30/donald-trump-senate-republicans-repeal-obamacare-now/442071001/
https://www.dailykos.com/stories/2017/6/30/1676685/-Trump-Just-repeal-Obamacare-now-they-ll-be-desperate-for-whatever-we-give-them",http://www.washingtontimes.com/news/2017/jun/30/donald-trump-floats-repeal-then-quickly-replace-id/,
2862,http://www.huffingtonpost.com/entry/supreme-court-travel-ban_us_5950faf3e4b02734df2babaa?ncid=inblnkushpmg00000009,http://www.washingtontimes.com/news/2017/jun/26/supreme-court-revives-trump-travel-ban/,https://www.wsj.com/articles/supreme-court-allows-implementation-of-most-of-trump-travel-ban-1498487727
